fixselect,tax_1,tax_2,tax_3,tax_4,tax_5,tax_6,tax_7,tax_8,tax_bar,names(parsr),nam_1,nam_2,nam_3,nam_4,nam_5,nam_6,nam_7,nam_8,tax_fill
095976930_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Melittangium_BLAST,095976930,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Melittangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
AKI98566_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Archangium_BLAST,AKI98566,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
047853894_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Archangium_BLAST,047853894,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
043393704_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Archangium_BLAST,043393704,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
073565259_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Archangium_BLAST,073565259,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
047858470_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Archangium_BLAST,047858470,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
043389434_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Archangium_BLAST,043389434,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
073562394_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Archangium_BLAST,073562394,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
166275667_Cyanobacteria_Unknown_Synechococcales_Merismopediaceae_Aphanocapsa_BLAST,166275667,Cyanobacteria,Unknown,Synechococcales,Merismopediaceae,Aphanocapsa,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
012628459_Cyanobacteria_Unknown_Oscillatoriales_Cyanothecaceae_Cyanothece_BLAST,012628459,Cyanobacteria,Unknown,Oscillatoriales,Cyanothecaceae,Cyanothece,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
096599344_Cyanobacteria_Unknown_Nostocales_Rivulariaceae_Calothrix_BLAST,096599344,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79484_Unknown_Unknown_Unknown_Unknown__BLAST,AVH79484,Unknown,Unknown,Unknown,Unknown,,BLAST,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127078528_Cyanobacteria_Unknown_Nostocales_Rivulariaceae_Calothrix_BLAST,127078528,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
017651500_Cyanobacteria_Unknown_Nostocales_Fortieaceae_Fortiea_BLAST,017651500,Cyanobacteria,Unknown,Nostocales,Fortieaceae,Fortiea,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
069069865_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,069069865,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
181931139_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,181931139,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79587_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,AVH79587,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
152591944_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,152591944,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
094348829_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,094348829,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
099100077_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,099100077,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
RCJ37759_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,RCJ37759,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
038090379_Cyanobacteria_Unknown_Nostocales_Tolypothrichaceae_Tolypothrix_BLAST,038090379,Cyanobacteria,Unknown,Nostocales,Tolypothrichaceae,Tolypothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
017748600_Cyanobacteria_Unknown_Nostocales_Scytonemataceae_Scytonema_BLAST,017748600,Cyanobacteria,Unknown,Nostocales,Scytonemataceae,Scytonema,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
155751388_Cyanobacteria_Unknown_Nostocales_Scytonemataceae_Scytonema_BLAST,155751388,Cyanobacteria,Unknown,Nostocales,Scytonemataceae,Scytonema,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
096621674_Cyanobacteria_Unknown_Nostocales_Rivulariaceae_Calothrix_BLAST,096621674,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
BAZ40667_Cyanobacteria_Unknown_Nostocales_Rivulariaceae_Calothrix_BLAST,BAZ40667,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
096727710_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,096727710,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190619598_Cyanobacteria_Unknown_Nostocales_Rivulariaceae_Calothrix_BLAST,190619598,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190583381_Cyanobacteria_Unknown_Nostocales_Rivulariaceae_Calothrix_BLAST,190583381,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190658013_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,190658013,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79503_Cyanobacteria_Unknown_Nostocales_Tolypothrichaceae_Tolypothrix_BLAST,AVH79503,Cyanobacteria,Unknown,Nostocales,Tolypothrichaceae,Tolypothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190635934_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST,190635934,Unknown,Unknown,Unknown,Unknown,unclassified,BLAST,NA,unclassified,WP_190635934.1 MULTISPECIES: nif11-class peptide radical SAM maturase 3 [unclassified Calothrix],WP_190635934.1,MULTISPECIES:,nif11-class,peptide,radical,SAM,maturase,3 [unclassified Calothrix],NA
190671465_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,190671465,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190593123_Unknown_Unknown_Unknown_Unknown_Nostocaceae_BLAST,190593123,Unknown,Unknown,Unknown,Unknown,Nostocaceae,BLAST,NA,Nostocaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nostocaceae
190872417_Cyanobacteria_Unknown_Nostocales_Fortieaceae_Aulosira_BLAST,190872417,Cyanobacteria,Unknown,Nostocales,Fortieaceae,Aulosira,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
155749681_Cyanobacteria_Unknown_Nostocales_Scytonemataceae_Scytonema_BLAST,155749681,Cyanobacteria,Unknown,Nostocales,Scytonemataceae,Scytonema,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
010996190_Unknown_Unknown_Unknown_Unknown_Nostocaceae_BLAST,010996190,Unknown,Unknown,Unknown,Unknown,Nostocaceae,BLAST,NA,Nostocaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nostocaceae
185585811_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST,185585811,Unknown,Unknown,Unknown,Unknown,unclassified,BLAST,NA,unclassified,WP_185585811.1 MULTISPECIES: nif11-class peptide radical SAM maturase 3 [unclassified Nostoc],WP_185585811.1,MULTISPECIES:,nif11-class,peptide,radical,SAM,maturase,3 [unclassified Nostoc],NA
179076315_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,179076315,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190964251_Unknown_Unknown_Unknown_Unknown_Desmonostoc_BLAST,190964251,Unknown,Unknown,Unknown,Unknown,Desmonostoc,BLAST,NA,Desmonostoc,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desmonostoc
041039590_Cyanobacteria_Unknown_Nostocales_Tolypothrichaceae_Tolypothrix_BLAST,041039590,Cyanobacteria,Unknown,Nostocales,Tolypothrichaceae,Tolypothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
169218713_Unknown_Unknown_Unknown_Unknown_Brasilonema_BLAST,169218713,Unknown,Unknown,Unknown,Unknown,Brasilonema,BLAST,NA,Brasilonema,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasilonema
AVH79705_Cyanobacteria_Unknown_Nostocales_Scytonemataceae_Scytonema_BLAST,AVH79705,Cyanobacteria,Unknown,Nostocales,Scytonemataceae,Scytonema,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
017740073_Cyanobacteria_Unknown_Nostocales_Scytonemataceae_Scytonema_BLAST,017740073,Cyanobacteria,Unknown,Nostocales,Scytonemataceae,Scytonema,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
019503880_Cyanobacteria_No_class_Pleurocapsales_Hyellaceae_Pleurocapsa_characterized,019503880,Cyanobacteria,No,class,Pleurocapsales,Hyellaceae,Pleurocapsa,characterized,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190445384_Unknown_Unknown_Unknown_Unknown_Trichocoleus_BLAST,190445384,Unknown,Unknown,Unknown,Unknown,Trichocoleus,BLAST,NA,Trichocoleus,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trichocoleus
190728978_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,190728978,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
046277258_Cyanobacteria_Unknown_Oscillatoriales_Oscillatoriaceae_Limnoraphis_BLAST,046277258,Cyanobacteria,Unknown,Oscillatoriales,Oscillatoriaceae,Limnoraphis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190499392_Cyanobacteria_Unknown_Oscillatoriales_Oscillatoriaceae_Phormidium_BLAST,190499392,Cyanobacteria,Unknown,Oscillatoriales,Oscillatoriaceae,Phormidium,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
PZV20510_Cyanobacteria_Unknown_Synechococcales_Leptolyngbyaceae_Leptolyngbya_BLAST,PZV20510,Cyanobacteria,Unknown,Synechococcales,Leptolyngbyaceae,Leptolyngbya,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
073599638_Cyanobacteria_Unknown_Pleurocapsales_Hydrococcaceae_Hydrococcus_BLAST,073599638,Cyanobacteria,Unknown,Pleurocapsales,Hydrococcaceae,Hydrococcus,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
015143117_Cyanobacteria_No_class_Pleurocapsales_Hyellaceae_Pleurocapsa_PcpX,015143117,Cyanobacteria,No,class,Pleurocapsales,Hyellaceae,Pleurocapsa,PcpX,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
144867917_Unknown_Unknown_Unknown_Unknown_Hyella_BLAST,144867917,Unknown,Unknown,Unknown,Unknown,Hyella,BLAST,NA,Hyella,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hyella
094675667_Cyanobacteria_Unknown_Oscillatoriales_Microcoleaceae_Hydrocoleum_BLAST,094675667,Cyanobacteria,Unknown,Oscillatoriales,Microcoleaceae,Hydrocoleum,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
070390932_Cyanobacteria_Unknown_Oscillatoriales_Oscillatoriaceae_Moorea_BLAST,070390932,Cyanobacteria,Unknown,Oscillatoriales,Oscillatoriaceae,Moorea,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
143727428_Cyanobacteria_Unknown_Oscillatoriales_Oscillatoriaceae_Moorea_BLAST,143727428,Cyanobacteria,Unknown,Oscillatoriales,Oscillatoriaceae,Moorea,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
169216951_Unknown_Unknown_Unknown_Unknown_Brasilonema_BLAST,169216951,Unknown,Unknown,Unknown,Unknown,Brasilonema,BLAST,NA,Brasilonema,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasilonema
169155308_Unknown_Unknown_Unknown_Unknown_Brasilonema_BLAST,169155308,Unknown,Unknown,Unknown,Unknown,Brasilonema,BLAST,NA,Brasilonema,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasilonema
169263400_Unknown_Unknown_Unknown_Unknown_Brasilonema_BLAST,169263400,Unknown,Unknown,Unknown,Unknown,Brasilonema,BLAST,NA,Brasilonema,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasilonema
171976749_Unknown_Unknown_Unknown_Unknown_Brasilonema_BLAST,171976749,Unknown,Unknown,Unknown,Unknown,Brasilonema,BLAST,NA,Brasilonema,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasilonema
048866599_Cyanobacteria_Unknown_Nostocales_Scytonemataceae_Scytonema_BLAST,048866599,Cyanobacteria,Unknown,Nostocales,Scytonemataceae,Scytonema,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190830666_Unknown_Unknown_Unknown_Unknown_Iningainema_BLAST,190830666,Unknown,Unknown,Unknown,Unknown,Iningainema,BLAST,NA,Iningainema,NA,NA,NA,NA,NA,NA,NA,NA,NA,Iningainema
190688137_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,190688137,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
179048021_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,179048021,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
185587416_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST,185587416,Unknown,Unknown,Unknown,Unknown,unclassified,BLAST,NA,unclassified,WP_185587416.1 MULTISPECIES: nif11-class peptide radical SAM maturase 3 [unclassified Nostoc],WP_185587416.1,MULTISPECIES:,nif11-class,peptide,radical,SAM,maturase,3 [unclassified Nostoc],NA
AVH79582_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,AVH79582,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79615_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,AVH79615,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
067771526_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,067771526,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
096679525_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,096679525,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
103138323_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,103138323,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190709233_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST,190709233,Unknown,Unknown,Unknown,Unknown,unclassified,BLAST,NA,unclassified,WP_190709233.1 MULTISPECIES: nif11-class peptide radical SAM maturase 3 [unclassified Nostoc],WP_190709233.1,MULTISPECIES:,nif11-class,peptide,radical,SAM,maturase,3 [unclassified Nostoc],NA
AVH79633_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,AVH79633,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79665_Unknown_Unknown_Unknown_Unknown_Desmonostoc_BLAST,AVH79665,Unknown,Unknown,Unknown,Unknown,Desmonostoc,BLAST,NA,Desmonostoc,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desmonostoc
RCJ20371_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,RCJ20371,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
015139402_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,015139402,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
096553754_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,096553754,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
107805797_Cyanobacteria_Unknown_Nostocales_Aphanizomenonaceae_Nodularia_BLAST,107805797,Cyanobacteria,Unknown,Nostocales,Aphanizomenonaceae,Nodularia,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
OBQ29605_Cyanobacteria_Unknown_Nostocales_Aphanizomenonaceae_Aphanizomenon_BLAST,OBQ29605,Cyanobacteria,Unknown,Nostocales,Aphanizomenonaceae,Aphanizomenon,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
OBQ03580_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Anabaena_BLAST,OBQ03580,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Anabaena,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190383273_Cyanobacteria_Unknown_Nostocales_Aphanizomenonaceae_Aphanizomenon_BLAST,190383273,Cyanobacteria,Unknown,Nostocales,Aphanizomenonaceae,Aphanizomenon,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
015078323_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Anabaena_BLAST,015078323,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Anabaena,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
053540800_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Anabaena_BLAST,053540800,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Anabaena,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190393702_Cyanobacteria_Unknown_Nostocales_Aphanizomenonaceae_Dolichospermum_BLAST,190393702,Cyanobacteria,Unknown,Nostocales,Aphanizomenonaceae,Dolichospermum,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
137906279_Cyanobacteria_Unknown_Nostocales_Aphanizomenonaceae_Dolichospermum_BLAST,137906279,Cyanobacteria,Unknown,Nostocales,Aphanizomenonaceae,Dolichospermum,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190371503_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Anabaena_BLAST,190371503,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Anabaena,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190396993_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Anabaena_BLAST,190396993,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Anabaena,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190604122_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Richelia_BLAST,190604122,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Richelia,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
015216090_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Anabaena_BLAST,015216090,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Anabaena,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
168643402_Cyanobacteria_Unknown_Nostocales_Aphanizomenonaceae_Dolichospermum_BLAST,168643402,Cyanobacteria,Unknown,Nostocales,Aphanizomenonaceae,Dolichospermum,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
012409790_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,012409790,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
109012150_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,109012150,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
118161654_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,118161654,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
069070971_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,069070971,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79601_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,AVH79601,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
181932337_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,181932337,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
179066976_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,179066976,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
167721197_Cyanobacteria_Unknown_Nostocales_Tolypothrichaceae_Tolypothrix_BLAST,167721197,Cyanobacteria,Unknown,Nostocales,Tolypothrichaceae,Tolypothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
138506959_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,138506959,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
174708626_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,174708626,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
BAY09979_Cyanobacteria_Unknown_Nostocales_Rivulariaceae_Calothrix_BLAST,BAY09979,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
