"","dendcut10"
"WP_074239458_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Chitinophaga_PFAM",10
"WP_014201815_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Owenweeksia_PFAM",10
"WP_013136730_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_PFAM",10
"WP_013136737_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_PFAM",10
"WP_005006549_Nitrospinae_Nitrospinia_Nitrospinales_Nitrospinaceae_Nitrospina_PFAM",10
"WP_002956889_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_PFAM",10
"WP_011371813_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Sulfurimonas_PFAM",10
"WP_007884106_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Herbaspirillum_PFAM",10
"WP_015850757_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",10
"WP_012645763_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",10
"WP_004058025_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_PFAM",10
"WP_014958864_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacula_PFAM",10
"WP_064030658_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomonas_PFAM",10
"WP_006890459_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylobacter_PFAM",10
"WP_062329023_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomonas_PFAM",10
"WP_011712739_Proteobacteria_Alphaproteobacteria_Magnetococcales_Magnetococcaceae_Magnetococcus_PFAM",10
"WP_013293068_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Gallionellaceae_Gallionella_PFAM",10
"WP_006655325_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_PFAM",10
"WP_002956896_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_PFAM",10
"WP_015861128_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",10
"WP_015414648_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Pseudodesulfovibrio_PFAM",10
"WP_073337469_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",10
"WP_021653661_Firmicutes_Clostridiales_Clostridia_NA_Clostridiales_PFAM",10
"WP_015615306_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",10
"WP_003445440_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",10
"WP_013387575_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Ilyobacter_PFAM",10
"WP_062322461_Firmicutes_Bacilli_Bacillales_Bacillaceae_Halolactibacillus_PFAM",10
"WP_073279725_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_PFAM",10
"WP_073587358_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_PFAM",10
"WP_072986031_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",10
"WP_010074701_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",10
"WP_052222606_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",10
"WP_074348385_Firmicutes_Clostridia_Clostridiales_No_family_Proteiniborus_PFAM",10
"WP_066625272_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",10
"WP_053401855_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",10
"WP_034744251_Firmicutes_Terrabacteria_group_Bacillales_NA_Alkalihalobacillus_PFAM",10
"WP_034628969_Firmicutes_Bacilli_Bacillaceae_NA_Alkalihalobacillus_PFAM",10
"WP_049683827_Firmicutes_Bacilli_Bacillales_Bacillaceae_Peribacillus_PFAM",10
"WP_049683571_Firmicutes_Bacilli_Bacillales_Bacillaceae_Peribacillus_PFAM",10
"WP_072581637_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",10
"WP_007200177_Firmicutes_Bacilli_Bacillales_Bacillaceae_Fictibacillus_PFAM",10
"WP_028598758_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_021877983_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_071319188_Firmicutes_Bacilli_Bacillales_Bacillaceae_Anaerobacillus_PFAM",10
"WP_071312550_Firmicutes_Bacilli_Bacillales_Bacillaceae_Anaerobacillus_PFAM",10
"WP_056040849_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_015844321_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_068680914_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_053376168_Firmicutes_Bacillales_NA_NA_Bacillales_PFAM",10
"WP_076334700_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_045673625_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_046678109_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_006677527_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_003335577_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus_PFAM",10
"WP_006038504_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_065291302_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_013370372_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_068694054_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_038693540_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_025333390_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_066377075_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",10
"WP_042172990_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_042124302_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_039834107_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_036731254_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_036650115_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_062410768_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_036188734_Firmicutes_Bacilli_Bacillales_Bacillaceae_Lysinibacillus_PFAM",10
"WP_058844185_Firmicutes_Bacilli_Bacillales_Bacillaceae_Lysinibacillus_PFAM",10
"WP_036151771_Firmicutes_Bacilli_Bacillales_Bacillaceae_Lysinibacillus_PFAM",10
"WP_066544178_Firmicutes_Bacilli_Bacillales_Planococcaceae_Caryophanon_PFAM",10
"WP_008405643_Firmicutes_Bacilli_Bacillales_Planococcaceae_Solibacillus_PFAM",10
"WP_053581977_Firmicutes_Bacilli_Bacillales_Bacillaceae_Lysinibacillus_PFAM",10
"WP_038178633_Firmicutes_Bacilli_Bacillales_Planococcaceae_Viridibacillus_PFAM",10
"WP_003330648_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",10
"WP_036622556_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_009223191_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_065853767_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_057301448_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_072332782_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_068608605_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_052020129_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_036710368_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",10
"WP_012158015_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Alkaliphilus_PFAM",10
"WP_035379146_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Fervidicella_PFAM",10
"WP_021802019_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",10
"WP_066239802_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Anaerosporomusa_PFAM",10
"WP_007932967_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Pelosinus_PFAM",10
"WP_038668754_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Pelosinus_PFAM",10
"WP_072972830_Firmicutes_Tissierellia_Tissierellales_Tissierellaceae_Tissierella_PFAM",10
"WP_074366039_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",10
"WP_054874277_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Oxobacter_PFAM",10
"WP_044038387_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",10
"WP_069679216_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",10
"WP_009169971_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",10
"WP_015392638_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",10
"WP_003409194_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",10
"WP_058294785_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",10
"WP_027639967_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",10
"WP_004623702_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Ruminiclostridium_PFAM",10
"WP_012634576_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Ruminiclostridium_PFAM",10
"WP_013656655_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Cellulosilyticum_PFAM",10
"WP_012199069_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_PFAM",10
"WP_008678202_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",10
"WP_054397486_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",10
"WP_055275634_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Turicibacter_PFAM",10
"WP_056476326_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",10
"WP_039315068_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",10
"WP_023387275_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Youngiibacter_PFAM",10
"WP_023348285_Firmicutes_NA_NA_NA_Firmicutes_PFAM",10
"WP_066089650_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerotignum_PFAM",10
"WP_065254231_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",10
"WP_013136060_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_PFAM",10
"WP_066187527_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_PFAM",10
"WP_044417977_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_PFAM",10
"WP_076087615_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_PFAM",10
"WP_011373310_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Sulfurimonas_PFAM",10
"WP_067329106_Proteobacteria_Epsilonproteobacteria_No_order_No_family_Sulfurovum_PFAM",10
"WP_008243452_Proteobacteria_Epsilonproteobacteria_No_order_No_family_Sulfurovum_PFAM",10
"WP_034552158_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_PFAM",10
"WP_039648964_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_PFAM",10
"WP_034572539_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_PFAM",10
"WP_007276818_Lentisphaerae_Lentisphaeria_Lentisphaerales_Lentisphaeraceae_Lentisphaera_PFAM",10
"WP_015773014_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfomicrobiaceae_Desulfomicrobium_PFAM",10
"WP_073053943_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_PFAM",10
"WP_014547174_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_PFAM",10
"WP_073230703_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_PFAM",10
"WP_061836345_Proteobacteria_Oligoflexia_Bdellovibrionales_Bdellovibrionaceae_Bdellovibrio_PFAM",10
"WP_013768105_Bacteroidetes_Saprospiria_Saprospirales_Haliscomenobacteraceae_Haliscomenobacter_PFAM",10
"WP_014243564_Proteobacteria_Oligoflexia_Bacteriovoracales_Halobacteriovoraceae_Halobacteriovorax_PFAM",10
"WP_039729011_Cyanobacteria_NA_NA_NA_Cyanobacteria_PFAM",10
"WP_012546289_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Thermodesulfovibrio_PFAM",10
"WP_020886130_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfohalovibrio_PFAM",10
"WP_020881914_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",10
"WP_075061387_Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_Ornatilinea_PFAM",10
"WP_011340844_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",10
"WP_071157766_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomonas_PFAM",10
"WP_034553700_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_PFAM",10
"WP_034553697_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_PFAM",10
"WP_013179626_Euryarchaeota_Methanococcaceae_Methanococcales_NA_Methanococcus_PFAM",10
"WP_011171031_Euryarchaeota_Euryarchaeota_Methanococcaceae_NA_Methanococcus_PFAM",10
"WP_014258347_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfocurvibacter_PFAM",10
"WP_020885956_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfohalovibrio_PFAM",10
"WP_014321683_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",10
"WP_011176675_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",10
"WP_068860385_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Thermodesulfovibrio_PFAM",10
"WP_012545285_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Thermodesulfovibrio_PFAM",10
"WP_011342670_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",10
"WP_072284083_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",10
"WP_072288151_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",10
"WP_011341122_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",10
"WP_011342289_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",10
"WP_072283355_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",10
"WP_006000448_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Desulfuromonas_PFAM",10
"WP_040199571_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geoalkalibacter_PFAM",10
"WP_053550010_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Desulfuromonas_PFAM",10
"WP_040096935_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geoalkalibacter_PFAM",10
"WP_039741599_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",10
"WP_011734779_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",10
"WP_012612992_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",10
"WP_012309638_Candidatus_Korarchaeota_Candidatus_Korarchaeum_NA_NA_Korarchaeum_PFAM",10
"WP_012966572_Euryarchaeota_Archaeoglobi_Archaeoglobales_Archaeoglobaceae_Ferroglobus_PFAM",10
"WP_014164022_Synergistetes_Synergistia_Synergistales_Synergistaceae_Thermovirga_PFAM",10
"WP_004066798_Thermococcales_Thermococcaceae_Thermococcus_NA_Thermococcus_Tungstern_maturase",10
"WP_015849282_Euryarchaeota_Thermococcales_Thermococcus_NA_Thermococcus_PFAM",10
"WP_012997484_Euryarchaeota_Euryarchaeota_NA_NA_Aciduliprofundum_PFAM",10
"WP_048165661_Euryarchaeota_Thermococci_Thermococcales_Thermococcaceae_Palaeococcus_PFAM",10
"WP_014901432_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",10
"WP_075363698_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",10
"WP_045572828_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",10
"WP_009614941_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",10
"WP_014184071_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",10
"WP_072906313_Firmicutes_Clostridia_Clostridiales_Proteinivoraceae_Anaerobranca_PFAM",10
"WP_066620950_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",10
"WP_007062347_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",10
"WP_012269198_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermoanaerobacter_PFAM",10
"WP_057979132_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caloramator_PFAM",10
"WP_069701541_Firmicutes_Bacilli_Bacillales_No_family_Desulfuribacillus_PFAM",10
"WP_069644026_Firmicutes_Bacilli_Bacillales_No_family_Desulfuribacillus_PFAM",10
"WP_011343720_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Carboxydothermus_PFAM",10
"WP_012447288_Firmicutes_Clostridia_Natranaerobiales_Natranaerobiaceae_Natranaerobius_PFAM",10
"WP_003543949_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfotomaculum_PFAM",10
"WP_021166989_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Sporomusa_PFAM",10
"WP_052661445_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",10
"WP_073337721_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",10
"WP_014435319_Chloroflexi_Caldilineae_Caldilineales_Caldilineaceae_Caldilinea_PFAM",10
"WP_061919391_Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_Bellilinea_PFAM",10
"WP_012158966_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Alkaliphilus_PFAM",10
"WP_015042246_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Dehalobacter_PFAM",10
"WP_013405262_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halanaerobium_PFAM",10
"WP_076544236_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halanaerobium_PFAM",10
"WP_005489954_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halanaerobium_PFAM",10
"WP_015042199_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Dehalobacter_PFAM",10
"WP_015042203_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Dehalobacter_PFAM",10
"WP_006874283_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_PFAM",10
"WP_073993651_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Parasporobacterium_PFAM",10
"WP_075680087_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_PFAM",10
"WP_016228298_Firmicutes_Clostridia_Lachnospiraceae_NA_Lachnospiraceae_PFAM",10
"WP_014356832_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Acetobacterium_PFAM",10
"WP_013274070_Firmicutes_Clostridiales_Clostridia_NA_Lacrimispora_PFAM",10
"WP_002630585_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Cystobacter_PFAM",10
"WP_045939737_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",10
"WP_065485818_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",10
"WP_073486742_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Streptoalloteichus_PFAM",10
"WP_054468685_Cyanobacteria_No_class_Oscillatoriales_Microcoleaceae_Planktothricoides_PFAM",10
"WP_067591621_Actinobacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Nocardia_PFAM",10
"WP_044198235_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Hyalangium_PFAM",10
"WP_002610832_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Stigmatella_PFAM",10
"WP_002629054_Proteobacteria_Deltaproteobacteria_Myxococcales_Archangiaceae_Cystobacter_PFAM",10
"WP_054935629_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Moorella_PFAM",10
"WP_013907448_Thermodesulfobacteria_Thermodesulfobacteria_Thermodesulfobacteriales_Thermodesulfobacteriaceae_Thermodesulfatator_PFAM",10
"WP_013683279_Euryarchaeota_Archaeoglobales_Archaeoglobus_NA_Archaeoglobus_PFAM",10
"WP_009302339_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",10
"WP_005030054_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Bilophila_PFAM",10
"WP_015946609_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",10
"WP_020879023_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",10
"WP_013705514_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfobacca_PFAM",10
"WP_012546361_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Thermodesulfovibrio_PFAM",10
"WP_015740010_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Ammonifex_PFAM",10
"WP_015751652_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfohalobiaceae_Desulfohalobium_PFAM",10
"WP_008869895_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfohalobiaceae_Desulfonatronospira_PFAM",10
"WP_014689068_Actinobacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes_PFAM",10
"WP_014427121_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Rubrivivax_PFAM",10
"WP_040042483_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Noviherbaspirillum_PFAM",10
"WP_012873609_Chloroflexi_Thermomicrobia_Sphaerobacterales_Sphaerobacteraceae_Sphaerobacter_PFAM",10
"WP_004078399_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanoplanus_PFAM",10
"WP_034563407_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_PFAM",10
"WP_023927651_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_PFAM",10
"WP_015691632_Bacteroidetes_Saprospiria_Saprospirales_Saprospiraceae_Saprospira_PFAM",10
"WP_012826022_Proteobacteria_Deltaproteobacteria_Myxococcales_Kofleriaceae_Haliangium_PFAM",10
"WP_039134576_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Flavihumibacter_PFAM",10
"WP_039142540_Bacteroidetes_Chitinophagia_Chitinophagales_Chitinophagaceae_Flavihumibacter_PFAM",10
"WP_038287354_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Hungateiclostridium_PFAM",10
"WP_038287344_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Hungateiclostridium_PFAM",10
"WP_006928283_Calditrichaeota_Calditrichae_Calditrichales_Calditrichaceae_Caldithrix_PFAM",10
"WP_013446341_Bacteroidetes_Bacteroidia_Bacteroidales_Paludibacteraceae_Paludibacter_PFAM",10
"WP_052522148_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Saccharicrinis_PFAM",10
"WP_013685893_Bacteroidetes_Flavobacteriia_Flavobacteriales_Crocinitomicaceae_Fluviicola_PFAM",10
"WP_035074680_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Anditalea_PFAM",10
"WP_008198120_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Algoriphagus_PFAM",10
"WP_014771569_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Belliella_PFAM",10
"WP_009033132_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Indibacter_PFAM",10
"WP_019596415_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Rhodonellum_PFAM",10
"WP_009183591_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Cecembia_PFAM",10
"WP_066208294_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Flammeovirga_PFAM",10
"WP_013407298_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Leadbetterella_PFAM",10
"WP_055151160_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Jiulongibacter_PFAM",10
"WP_009579248_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Fulvivirga_PFAM",10
"WP_062591012_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Roseivirga_PFAM",10
"WP_068216382_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Roseivirga_PFAM",10
