"","dendcut","dendcut10","dendcut11","dendcut12","dendcut13","dendcut14","dendcut15","dendcut16","dendcut17","dendcut18","dendcut19","dendcut20","dendcut21","dendcut22","dendcut23"
"WP_013757518_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Treponema_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_052659912_Firmicutes_Clostridiales_Clostridia_NA_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006599360_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Pseudoramibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_052268174_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_070067191_Planctomycetes_Candidatus_Brocadiales_Candidatus_Brocadiae_NA_Brocadia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007220536_Planctomycetes_Candidatus_Brocadiaceae_Candidatus_Brocadiales_NA_Jettenia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_052563017_Planctomycetes_PVC_group_Candidatus_Brocadiaceae_NA_Brocadia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014587563_Euryarchaeota_Methanotrichaceae_Methanotrichaceae_NA_Methanosaeta_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013038171_Euryarchaeota_Methanomicrobia_Methanosarcinaceae_NA_Methanohalophilus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011499481_Euryarchaeota_Methanomicrobia_Methanosarcinales_NA_Methanococcoides_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013193973_Euryarchaeota_Methanomicrobia_Methanomicrobia_NA_Methanohalobium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015324242_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanomethylovorans_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_023844434_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanolobus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011499304_Euryarchaeota_Euryarchaeota_Methanomicrobia_NA_Methanococcoides_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_048109114_Euryarchaeota_Methanosarcinales_Euryarchaeota_NA_Methanosarcina_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_048126003_Euryarchaeota_Methanosarcinaceae_Methanomicrobia_NA_Methanosarcina_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013037891_Euryarchaeota_Euryarchaeota_Methanosarcinales_NA_Methanohalophilus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013898762_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanosalsum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013193729_Euryarchaeota_Euryarchaeota_Euryarchaeota_NA_Methanohalobium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014586283_Euryarchaeota_Methanomicrobia_Methanomicrobia_NA_Methanosaeta_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013720202_Euryarchaeota_Methanosarcinales_Euryarchaeota_NA_Methanothrix_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014585855_Euryarchaeota_Methanosarcinales_Methanosarcinales_NA_Methanosaeta_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013719579_Euryarchaeota_Euryarchaeota_Methanosarcinales_NA_Methanothrix_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_048109550_Euryarchaeota_Methanomicrobia_Methanosarcinaceae_NA_Methanosarcina_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011499030_Euryarchaeota_Methanosarcinales_Methanosarcinaceae_NA_Methanococcoides_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_023845476_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanolobus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015323687_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanomethylovorans_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013195133_Euryarchaeota_Methanosarcinales_Methanosarcinales_NA_Methanohalobium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013897552_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanosalsum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072985529_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_002598453_Firmicutes_Terrabacteria_group_Clostridiaceae_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004514167_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_010940918_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_039744697_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013253836_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Sediminispirochaeta_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013887315_Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_Flexistipes_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014811206_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfomonile_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012584072_Dictyoglomi_Dictyoglomia_Dictyoglomales_Dictyoglomaceae_Dictyoglomus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012543992_Coprothermobacterota_Coprothermobacteria_Coprothermobacterales_Coprothermobacteraceae_Coprothermobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011498258_Euryarchaeota_Methanosarcinaceae_Euryarchaeota_NA_Methanococcoides_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006059850_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_023347153_Firmicutes_NA_NA_NA_Firmicutes_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006571022_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudoflavonifractor_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_008901035_Firmicutes_Tissierellia_Tissierellales_Peptoniphilaceae_Peptoniphilus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_041502589_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Sanguibacteroides_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013486231_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ethanoligenens_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_018663004_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Thermobrachium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_008909700_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caloramator_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_021674839_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcaceae_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_073589142_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_048513838_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Megasphaera_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011343821_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Carboxydothermus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015050073_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermacetogenium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_044664965_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Syntrophaceticus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_054936185_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Moorella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011391775_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Moorella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_066666163_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfotomaculum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015739517_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Ammonifex_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012636542_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halothermothrix_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012635387_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halothermothrix_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006674391_Euryarchaeota_Halobacteria_Natrialbales_Natrialbaceae_Halobiforma_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004080828_Thermotogae_Thermotogae_Thermotogales_Thermotogaceae_Thermotoga_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012056334_Thermotogae_Thermotogae_Thermotogales_Fervidobacteriaceae_Thermosipho_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_073072372_Thermotogae_Thermotogae_Thermotogales_Fervidobacteriaceae_Thermosipho_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011994030_Thermotogae_Thermotogae_Thermotogales_Fervidobacteriaceae_Fervidobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013335452_Crenarchaeota_TACK_group_Thermoproteaceae_NA_Vulcanisaeta_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_062265560_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanoculleus_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_014586823_Euryarchaeota_Euryarchaeota_Euryarchaeota_NA_Methanosaeta_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_013718729_Euryarchaeota_Methanomicrobia_Methanotrichaceae_NA_Methanothrix_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_054259026_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Propionispora_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_015043090_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Dehalobacter_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_014183796_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_009621208_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_007780693_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_075365069_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_015262713_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfitobacterium_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_011460177_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfitobacterium_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_006718320_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfitobacterium_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_015325209_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanomethylovorans_PFAM",3,4,5,5,5,6,6,7,8,9,9,10,10,10,10
"WP_003972231_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_HpnH",4,5,6,6,6,7,7,8,9,10,10,11,11,11,11
"CDN64460_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_HpnH_J2315",4,5,6,6,6,7,7,8,9,10,10,11,11,11,11
"WP_011159273_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Rhodopseudomonas_HpnH_TIE_1",4,5,6,6,6,7,7,8,9,10,10,11,11,11,11
"WP_041972507_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",4,5,6,6,6,7,7,8,9,10,11,12,12,12,12
"WP_011937445_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",4,5,6,6,6,7,7,8,9,10,11,12,12,12,12
"WP_039740420_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",4,5,6,6,6,7,7,8,9,10,11,12,12,12,12
"WP_004512285_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",4,5,6,6,6,7,7,8,9,10,11,12,12,12,12
"WP_076700765_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Seonamhaeicola_PFAM",5,6,7,7,7,8,8,9,10,11,12,13,13,13,13
"WP_035076307_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Anditalea_PFAM",5,6,7,7,7,8,8,9,10,11,12,13,13,13,13
"WP_036830236_Bacteroidetes_FCB_group_Bacteroidia_NA_Porphyromonadaceae_PFAM",5,6,7,7,7,8,8,9,10,11,12,13,13,13,13
"WP_007572964_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_PFAM",5,6,7,7,7,8,8,9,10,11,12,13,13,13,13
"WP_025332972_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",5,6,7,7,7,8,8,9,10,11,12,13,13,13,13
"WP_011023121_Euryarchaeota_Methanomicrobia_Methanosarcinaceae_NA_Methanosarcina_PFAM",5,6,7,7,7,8,8,9,10,11,12,13,13,13,13
"WP_015403695_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfocapsa_PFAM",5,6,7,7,7,8,8,9,10,11,12,13,13,13,13
"WP_014731953_Thermotogae_Thermotogae_Kosmotogales_Kosmotogaceae_Mesotoga_PFAM",5,6,7,7,7,8,8,9,10,11,12,13,13,13,13
"WP_014295736_Thermotogae_Thermotogae_Petrotogales_Petrotogaceae_Marinitoga_PFAM",5,6,7,7,7,8,8,9,10,11,12,13,13,13,13
"WP_012529241_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",5,6,7,7,7,8,8,9,10,11,12,13,13,13,13
"WP_070983190_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas_PFAM",5,6,7,7,7,8,8,9,10,11,12,13,13,13,13
"WP_070983192_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas_PFAM",5,6,7,7,7,8,8,9,10,11,12,13,13,13,13
"WP_010076446_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",5,6,7,7,8,9,9,10,11,12,13,14,14,14,14
"WP_039635941_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",5,6,7,7,8,9,9,10,11,12,13,14,14,14,15
"AAT47516_Actinobacteria_Actinobacteria_Propionibacteriales_Propionibacteriaceae_Propionibacterium_PcfB",6,7,8,8,9,10,10,11,12,13,14,15,15,15,16
"WP_010960206_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylococcus_PFAM",6,7,8,8,9,10,10,11,12,13,14,15,15,15,16
"WP_010042337_Planctomycetes_Planctomycetia_Planctomycetales_Gemmataceae_Gemmata_PFAM",6,7,8,8,9,10,10,11,12,13,14,15,15,15,16
"WP_040096906_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geoalkalibacter_PFAM",6,7,8,8,9,10,11,12,13,14,15,16,16,16,17
"WP_012530220_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",6,7,8,8,9,10,11,12,13,14,15,16,16,16,17
"AAP03119_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_BlsE",6,7,8,8,9,10,11,12,13,14,15,16,17,17,18
"WP_012831569_Proteobacteria_Deltaproteobacteria_Myxococcales_Kofleriaceae_Haliangium_PFAM",6,7,8,8,9,10,11,12,13,14,15,16,17,17,18
"WP_012963847_Aquificae_Aquificae_Aquificales_Aquificaceae_Hydrogenobacter_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,18,19
"WP_009060882_Verrucomicrobia_Methylacidiphilae_Methylacidiphilales_Methylacidiphilaceae_Methylacidiphilum_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_013136573_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_076084076_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_069189980_Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_Terasakiella_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_014088794_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Pseudogulbenkiania_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_067106811_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylobacillus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_002943018_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Thauera_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_076714070_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Motiliproteus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_011913204_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_058076761_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_037040074_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_048356749_Proteobacteria_NA_NA_NA_Nitrosomonadales_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_008107092_Proteobacteria_NA_NA_NA_Methylophilales_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_046487947_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylopumilus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_015831941_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylotenera_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_045751022_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylopumilus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_020181746_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylotenera_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_013147894_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylotenera_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_055831286_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylophilus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_011479902_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylobacillus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_015830203_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylovorus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_067265020_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylovorus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_067106249_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylobacillus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_058022828_Proteobacteria_Gammaproteobacteria_No_order_No_family_Pseudohongiella_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_011830174_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Methylibium_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_035872745_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Cupriavidus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_039597094_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_011297945_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Cupriavidus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_051648095_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Cupriavidus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_012464851_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_018438915_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Trinickia_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_011490888_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_075299058_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_012405701_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_075159620_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_050451425_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_035927067_Proteobacteria_Burkholderiaceae_NA_NA_Burkholderiaceae_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_056363277_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_047847282_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Caballeronia_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_066090773_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Hydrogenophaga_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_008251406_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Limnobacter_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_025372149_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Advenella_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_073105892_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Candidimonas_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_036236228_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_011287455_Proteobacteria_Betaproteobacteria_Rhodocyclales_Azonexaceae_Dechloromonas_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_008059651_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Sterolibacteriaceae_Methyloversatilis_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_069039113_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Sterolibacteriaceae_Methyloversatilis_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_054022830_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Ideonella_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_014430241_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Rubrivivax_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_056462342_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Rhizobacter_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_047782879_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Variovorax_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_056806784_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Rhizobacter_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_009552056_Proteobacteria_NA_NA_NA_Burkholderiales_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_059758683_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Thiobacillaceae_Thiobacillus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
"WP_015435166_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Azoarcus_PFAM",7,8,9,9,10,11,12,13,14,15,16,17,18,19,20
