"","dendcut120"
"WP_009735983_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobiaceae_PFAM",41
"WP_068736967_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Tardiphaga_PFAM",41
"WP_008494862_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acidocella_PFAM",41
"WP_048878316_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acidocella_PFAM",41
"WP_071355054_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",41
"WP_055737838_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",41
"WP_060572203_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Pseudonocardia_PFAM",41
"WP_009154002_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharomonospora_PFAM",41
"WP_021594836_Actinobacteria_Actinobacteria_Streptosporangiales_Thermomonosporaceae_Actinomadura_PFAM",41
"WP_074003661_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_066934680_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_009712683_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_053728694_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_057230837_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Kitasatospora_PFAM",41
"WP_073940562_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_016433951_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_066995695_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_067299846_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_067303695_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_016645347_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_073754848_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_076175865_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",41
"WP_065383933_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",41
"WP_069189980_Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_Terasakiella_PFAM",41
"WP_014088794_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Pseudogulbenkiania_PFAM",41
"WP_067106811_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylobacillus_PFAM",41
"WP_002943018_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Thauera_PFAM",41
"WP_076714070_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Motiliproteus_PFAM",41
"WP_037040074_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_058076761_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_011913204_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_013136573_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_PFAM",41
"WP_076084076_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_PFAM",41
"WP_058341832_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Marinobacter_PFAM",41
"WP_014870513_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Marinobacter_PFAM",41
"WP_013691664_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",41
"WP_060392239_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_038411151_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_010951727_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_043863691_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_043192432_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_010795932_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_019362999_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_060781910_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_011063852_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_048380788_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_025245250_Proteobacteria_Gammaproteobacteria_Enterobacterales_Pectobacteriaceae_Sodalis_PFAM",41
"WP_025421700_Proteobacteria_Gammaproteobacteria_Enterobacterales_Pectobacteriaceae_Sodalis_PFAM",41
"WP_023482127_Proteobacteria_Enterobacterales_NA_NA_Enterobacteriaceae_PFAM",41
"WP_012442587_Proteobacteria_Gammaproteobacteria_Enterobacterales_Erwiniaceae_Erwinia_PFAM",41
"WP_025901982_Proteobacteria_Gammaproteobacteria_Enterobacterales_Erwiniaceae_Tatumella_PFAM",41
"WP_048278142_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Pluralibacter_PFAM",41
"WP_015705481_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Klebsiella_PFAM",41
"YP_005227067_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Klebsiella_PFAM",41
"WP_015958461_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Klebsiella_PFAM",41
"WP_043861290_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_068391035_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Ventosimonadaceae_Ventosimonas_PFAM",41
"WP_074781197_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_053099549_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Oblitimonas_PFAM",41
"WP_058076767_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_037023057_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_037045172_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_069521996_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_012018424_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_029866593_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_044405136_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_058068537_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_016493006_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_PFAM",41
"WP_067382845_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinobacterium_PFAM",41
"WP_054339799_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Neptunomonas_PFAM",41
"WP_036510750_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Nitrincola_PFAM",41
"WP_023272233_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_PFAM",41
"WP_057760104_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Psychrobacter_PFAM",41
"WP_000134724_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_PFAM",41
"WP_076749361_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas_PFAM",41
"WP_004948502_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_PFAM",41
"WP_005504172_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Grimontia_PFAM",41
"WP_068905557_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Enterovibrio_PFAM",41
"WP_006014049_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Glaciecola_PFAM",41
"WP_012324873_Proteobacteria_Gammaproteobacteria_Alteromonadales_Shewanellaceae_Shewanella_PFAM",41
"WP_014999503_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas_PFAM",41
"WP_044058005_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas_PFAM",41
"WP_013782727_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas_PFAM",41
"WP_070125635_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas_PFAM",41
"WP_070177496_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas_PFAM",41
"WP_073324195_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Marisediminitalea_PFAM",41
"WP_010960726_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylococcus_PFAM",41
"WP_066977383_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomonas_PFAM",41
"WP_013817431_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomonas_PFAM",41
"WP_036279008_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomonas_PFAM",41
"WP_071158770_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomonas_PFAM",41
"WP_064020396_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomonas_PFAM",41
"WP_014147096_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomicrobium_PFAM",41
"WP_023495402_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methyloglobulus_PFAM",41
"WP_006892367_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylobacter_PFAM",41
"WP_005000688_Proteobacteria_Gammaproteobacteria_Chromatiales_Ectothiorhodospiraceae_Nitrococcus_PFAM",41
"WP_002683013_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Beggiatoa_PFAM",41
"WP_013034386_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Nitrosococcus_PFAM",41
"WP_002812579_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Nitrosococcus_PFAM",41
"WP_007223706_Proteobacteria_Proteobacteria_Proteobacteria_NA_Gammaproteobacteria_PFAM",41
"WP_007231932_Proteobacteria_NA_NA_NA_Gammaproteobacteria_PFAM",41
"WP_006035997_Proteobacteria_Gammaproteobacteria_Legionellales_Coxiellaceae_Rickettsiella_PFAM",41
"WP_006912937_Proteobacteria_Gammaproteobacteria_Salinisphaerales_Salinisphaeraceae_Salinisphaera_PFAM",41
"WP_007234930_Proteobacteria_NA_NA_NA_Gammaproteobacteria_PFAM",41
"WP_066090773_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Hydrogenophaga_PFAM",41
"WP_012464851_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",41
"WP_035872745_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Cupriavidus_PFAM",41
"WP_039597094_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_PFAM",41
"WP_051648095_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Cupriavidus_PFAM",41
"WP_011297945_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Cupriavidus_PFAM",41
"WP_018438915_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Trinickia_PFAM",41
"WP_075299058_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",41
"WP_011490888_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_PFAM",41
"WP_012405701_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_PFAM",41
"WP_075159620_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_PFAM",41
"WP_035927067_Proteobacteria_Burkholderiaceae_NA_NA_Burkholderiaceae_PFAM",41
"WP_050451425_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",41
"WP_056363277_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_PFAM",41
"WP_047847282_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Caballeronia_PFAM",41
"WP_036236228_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia_PFAM",41
"WP_025372149_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Advenella_PFAM",41
"WP_073105892_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Candidimonas_PFAM",41
"WP_008251406_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Limnobacter_PFAM",41
"WP_011830174_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Methylibium_PFAM",41
"WP_011287455_Proteobacteria_Betaproteobacteria_Rhodocyclales_Azonexaceae_Dechloromonas_PFAM",41
"WP_007185501_Proteobacteria_Gammaproteobacteria_Nevskiales_Sinobacteraceae_Hydrocarboniphaga_PFAM",41
"WP_067649533_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Rhodanobacteraceae_Dokdonella_PFAM",41
"WP_059758683_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Thiobacillaceae_Thiobacillus_PFAM",41
"WP_004338317_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Thauera_PFAM",41
"WP_011764923_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Azoarcus_PFAM",41
"WP_004248601_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Thauera_PFAM",41
"WP_015435166_Proteobacteria_Betaproteobacteria_Rhodocyclales_Zoogloeaceae_Azoarcus_PFAM",41
"WP_009552056_Proteobacteria_NA_NA_NA_Burkholderiales_PFAM",41
"WP_056462342_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Rhizobacter_PFAM",41
"WP_047782879_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Variovorax_PFAM",41
"WP_056806784_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Rhizobacter_PFAM",41
"WP_014430241_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Rubrivivax_PFAM",41
"WP_054022830_Proteobacteria_Betaproteobacteria_Burkholderiales_No_family_Ideonella_PFAM",41
"WP_008059651_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Sterolibacteriaceae_Methyloversatilis_PFAM",41
"WP_069039113_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Sterolibacteriaceae_Methyloversatilis_PFAM",41
"WP_058022828_Proteobacteria_Gammaproteobacteria_No_order_No_family_Pseudohongiella_PFAM",41
"WP_048356749_Proteobacteria_NA_NA_NA_Nitrosomonadales_PFAM",41
"WP_011479902_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylobacillus_PFAM",41
"WP_055831286_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylophilus_PFAM",41
"WP_015830203_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylovorus_PFAM",41
"WP_067265020_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylovorus_PFAM",41
"WP_067106249_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylobacillus_PFAM",41
"WP_020181746_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylotenera_PFAM",41
"WP_013147894_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylotenera_PFAM",41
"WP_015831941_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylotenera_PFAM",41
"WP_045751022_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylopumilus_PFAM",41
"WP_046487947_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Methylophilaceae_Methylopumilus_PFAM",41
"WP_008107092_Proteobacteria_NA_NA_NA_Methylophilales_PFAM",41
"WP_067807587_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_PFAM",41
"WP_067023286_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_009942769_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharopolyspora_PFAM",41
"WP_010696866_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharopolyspora_PFAM",41
"WP_073264015_Actinobacteria_Actinobacteria_Cryptosporangiales_Cryptosporangiaceae_Cryptosporangium_PFAM",41
"WP_070029368_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_073898620_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_013672942_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Pseudonocardia_PFAM",41
"WP_060712368_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Pseudonocardia_PFAM",41
"WP_068799008_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Pseudonocardia_PFAM",41
"WP_060572363_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Pseudonocardia_PFAM",41
"WP_010693145_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharopolyspora_PFAM",41
"WP_067999330_Actinobacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Nocardia_PFAM",41
"WP_067003714_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",41
"WP_042450922_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptacidiphilus_PFAM",41
"WP_073488236_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Streptoalloteichus_PFAM",41
"WP_025357090_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Kutzneria_PFAM",41
"WP_025354463_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Kutzneria_PFAM",41
"WP_053739496_Actinobacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Nocardia_PFAM",41
"WP_030482128_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Lentzea_PFAM",41
"WP_045309990_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Lentzea_PFAM",41
"WP_077008182_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharothrix_PFAM",41
"WP_015098206_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharothrix_PFAM",41
"WP_075123699_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Actinophytocola_PFAM",41
"WP_009079180_Actinobacteria_NA_Actinobacteria_NA_Actinobacteria_PFAM",41
"WP_013229608_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis_PFAM",41
"WP_054295191_Actinobacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Kibdelosporangium_PFAM",41
"WP_015122234_Cyanobacteria_No_class_Nostocales_Rivulariaceae_Rivularia_PFAM",41
"WP_058184013_Cyanobacteria_No_class_Nostocales_Hapalosiphonaceae_Mastigocoleus_PFAM",41
"WP_015154547_Cyanobacteria_No_class_Chroococcidiopsidales_Chroococcidiopsidaceae_Chroococcidiopsis_PFAM",41
"WP_016481746_Armatimonadetes_Chthonomonadetes_Chthonomonadales_Chthonomonadaceae_Chthonomonas_PFAM",41
"WP_009060882_Verrucomicrobia_Methylacidiphilae_Methylacidiphilales_Methylacidiphilaceae_Methylacidiphilum_PFAM",41
"WP_053378584_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Nitrospira_PFAM",41
"WP_053231611_Proteobacteria_Deltaproteobacteria_Myxococcales_Sandaracinaceae_Sandaracinus_PFAM",41
"WP_076350442_Planctomycetes_Planctomycetia_Planctomycetales_Isosphaeraceae_Paludisphaera_PFAM",40
"WP_045473901_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Thioploca_PFAM",40
"WP_015144356_Cyanobacteria_No_class_Pleurocapsales_Hyellaceae_Pleurocapsa_PFAM",40
"WP_009461651_Firmicutes_Clostridia_Lachnospiraceae_NA_Lachnospiraceae_PFAM",46
"WP_013298754_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Thermoanaerobacterium_PFAM",46
"WP_071139847_Firmicutes_Tissierellia_Tissierellales_Tissierellaceae_Tissierellaceae_PFAM",46
"WP_071139845_Firmicutes_Tissierellia_Tissierellales_Tissierellaceae_Tissierellaceae_PFAM",46
"WP_039635732_Firmicutes_Clostridiaceae_Clostridiales_Clostridiaceae_Clostridium_PFAM",46
"WP_045691959_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",46
"WP_015279527_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Thioflavicoccus_PFAM",46
"WP_000230173_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_MoaA_1TV7",46
"WP_011382493_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Magnetospirillum_PFAM",46
"WP_010884089_Deinococcus_Thermus_Deinococci_Deinococcales_Deinococcaceae_Deinococcus_PFAM",46
"WP_010073673_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",46
"WP_041972507_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",46
"WP_011937445_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",46
"WP_071175149_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_PFAM",46
"WP_012798918_Actinobacteria_Coriobacteriia_Eggerthellales_Eggerthellaceae_Slackia_PFAM",46
"SCW48993_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Unknown_BLAST",46
"SMC72247_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Unknown_BLAST",46
"PKN47973_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_BLAST",46
"WP_027472010_Bacteroidetes_Bacteroidia_Marinilabiliales_Marinilabiliaceae_Saccharicrinis_PFAM",46
"WP_076931655_Bacteroidetes_Bacteroidia_Bacteroidales_Dysgonamonadaceae_Proteiniphilum_PFAM",46
"WP_073113826_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_072812027_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_073320069_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_163415546_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_088657530_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_073053649_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_072978270_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173381534_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_097035414_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_073187103_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173366740_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_163442238_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173318479_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173340082_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173348222_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173351527_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173654450_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_072798614_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_088627565_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173389720_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173475231_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_072827120_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_074208626_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_088659456_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_012819956_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_PFAM",46
"WP_109571802_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173378456_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
"WP_173384896_Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_Fibrobacter_BLAST",46
